Account,Date,Description,Amount,Type,ChaseBalance,Category,Group,Confidence,Note
Checking ...0861,08/17/2026,KLARNA* KLARNA KLARNA.COM OH                 08/14,-7.34,DEBIT_CARD,4059.56,Klarna,Debt,H,
Checking ...0861,08/17/2026,Chua Tinsay  Vega AP San Francisco CA        08/15,-200.0,DEBIT_CARD,4066.90,Atty Chua,Monthly Bills,H,
Checking ...0861,08/17/2026,KLARNA* KLARNA KLARNA.COM OH                 08/14,-13.18,DEBIT_CARD,4266.90,Klarna,Debt,H,
Checking ...0861,08/17/2026,LITTLE CAESARS #5056 800-722-3727 CA         08/13,-40.8,DEBIT_CARD,4280.08,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/17/2026,ODP TRANSFER FROM SAVINGS ...5953,4320.88,MISC_CREDIT,4320.88,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,08/14/2026,THE HOME DEPOT #1843 SALINAS CA      612103  08/14,-16.49,DEBIT_CARD,0.00,Others,Expenses,D,Home-improvement store - no matching category in your list
Checking ...0861,08/14/2026,PAYPAL           TRANSFER   ADD TO BALANCE  WEB ID: PAYPALSD22,-50.0,ACH_DEBIT,16.49,Transfer - Checking to PayPal,Transfer,H,
Checking ...0861,08/14/2026,SP+AFF * AEROFLOWDYNA 855-423-3729 CA        08/14,-19.56,DEBIT_CARD,66.49,Shop - Others,Expenses,R,Small online-shop charge via an affiliate/Affirm-style processor - description doesn't name the actual store
Checking ...0861,08/14/2026,SP+AFF * EUFY US 855-423-3729 CA             08/14,-88.24,DEBIT_CARD,86.05,Shop - Others,Expenses,R,Small online-shop charge via an affiliate/Affirm-style processor - description doesn't name the actual store
Checking ...0861,08/14/2026,AFFIRM.COM PAYME AFFIRM.COM ST-E0N0T4O0N8H9 WEB ID: 1800948598,-53.97,ACH_DEBIT,174.29,Affirm,Debt,H,
Checking ...0861,08/14/2026,Sendwave 844-9335122 MA                      08/14,-100.49,DEBIT_CARD,228.26,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/14/2026,WILLA A HISLE OD SALINAS CA                  08/13,-300.8,DEBIT_CARD,328.75,Others,Expenses,R,Unrecognized charge - please tell me what this is
Checking ...0861,08/14/2026,ODP TRANSFER FROM SAVINGS ...5953,629.55,MISC_CREDIT,629.55,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,08/13/2026,LUCKY #747 SALINAS CA                        08/13,-63.08,DEBIT_CARD,0.00,Groceries - Others,Expenses,H,
Checking ...0861,08/13/2026,SHELL SERVICE STATION SALINAS CA     815316  08/13,-82.06,DEBIT_CARD,63.08,Gas,Expenses,D,
Checking ...0861,08/13/2026,PAYPAL           PURCHASE   APPLE.COM BILL  WEB ID: PAYPALSI77,-0.99,ACH_DEBIT,145.14,Others,Expenses,R,"Subscription/purchase via PayPal (Apple, Etsy, Google apps, Lyft, AARP, etc.) - no matching category"
Checking ...0861,08/13/2026,Taptap Send New York NY                      08/13,-107.26,DEBIT_CARD,146.13,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/13/2026,TST*MISSION STREET BBQ Santa Cruz CA         08/12,-23.02,DEBIT_CARD,253.39,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/13/2026,CHEVRON 0091927 WATSONVILLE CA               08/12,-71.76,DEBIT_CARD,276.41,Gas,Expenses,D,
Checking ...0861,08/13/2026,ODP TRANSFER FROM SAVINGS ...5953,348.17,MISC_CREDIT,348.17,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,08/12/2026,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-2.0,ACH_DEBIT,0.00,CC - paypal,Debt,H,
Checking ...0861,08/12/2026,CITIZENS PAY     LINE OF CR 043000094052720 WEB ID: 9044036180,-8.66,ACH_DEBIT,2.00,CC - Citizen bank,Debt,H,
Checking ...0861,08/12/2026,AMAZON.COM SERVI INTERNET   043000094078750 WEB ID: 9049016352,-19.56,ACH_DEBIT,10.66,Shop - Amazon,Expenses,H,
Checking ...0861,08/12/2026,GOHAN BUFFET SALINAS CA                      08/11,-153.45,DEBIT_CARD,30.22,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/12/2026,REPUBLIC SVCS OF SALINA SALINAS CA           08/11,-39.0,DEBIT_CARD,183.67,Waste Management,Monthly Bills,H,
Checking ...0861,08/12/2026,U-HAULMCBRIDES AUTO & S SALINAS CA           08/11,-48.37,DEBIT_CARD,222.67,For Car,Expenses,H,
Checking ...0861,08/12/2026,ODP TRANSFER FROM SAVINGS ...5953,271.04,MISC_CREDIT,271.04,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,08/11/2026,LIFE INS OF SW   XXXXXXXXXX                 PPD ID: 1954349000,-205.62,ACH_DEBIT,0.00,National Life Ins,Monthly Bills,H,
Checking ...0861,08/11/2026,AFFIRM.COM PAYME AFFIRM.COM ST-T7M9Z4G0M5Y3 WEB ID: 1800948598,-23.62,ACH_DEBIT,205.62,Affirm,Debt,H,
Checking ...0861,08/11/2026,WestlakeSvcs     8887399192 C26081004000959 WEB ID: 4871475048,-223.53,ACH_DEBIT,229.24,Auto Loan - Honda,Debt,R,"Westlake Financial payment - assumed Honda auto loan, please confirm"
Checking ...0861,08/11/2026,WestlakeSvcs     8887399192 C26081004000960 WEB ID: 4871475048,-276.47,ACH_DEBIT,452.77,Auto Loan - Honda,Debt,R,"Westlake Financial payment - assumed Honda auto loan, please confirm"
Checking ...0861,08/11/2026,Sendwave 844-9335122 MA                      08/11,-17.02,DEBIT_CARD,729.24,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/11/2026,KLARNA*WHEELTOP.US WWW.KLARNA.CO DE          08/11,-66.35,DEBIT_CARD,746.26,Klarna,Debt,H,
Checking ...0861,08/11/2026,WAL-MART #5751 SALINAS CA                    08/10,-26.5,DEBIT_CARD,812.61,Groceries - Walmart,Expenses,H,
Checking ...0861,08/11/2026,THE HOME DEPOT #1843 SALINAS CA      221289  08/10,-63.09,DEBIT_CARD,839.11,Others,Expenses,D,Home-improvement store - no matching category in your list
Checking ...0861,08/11/2026,BURGER KING #13730 SALINAS CA                08/10,-48.51,DEBIT_CARD,902.20,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/11/2026,WINGSTOP 2088 650-019-7954 CA                08/10,-60.32,DEBIT_CARD,950.71,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/11/2026,AMAZON MARKETPLA ADJUSTMENT                 PPD ID: 9049016352,43.49,ACH_CREDIT,1011.03,Shop - Amazon returns,Expenses,H,
Checking ...0861,08/11/2026,ODP TRANSFER FROM SAVINGS ...5953,586.39,MISC_CREDIT,967.54,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,08/10/2026,O'REILLY 2991 SALINAS CA             539250  08/10,-12.01,DEBIT_CARD,381.15,For Car,Expenses,H,
Checking ...0861,08/10/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-37.51,ACH_DEBIT,393.16,paypal tiktok,Expenses,H,
Checking ...0861,08/10/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-22.17,ACH_DEBIT,430.67,paypal tiktok,Expenses,H,
Checking ...0861,08/10/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-22.29,ACH_DEBIT,452.84,paypal tiktok,Expenses,H,
Checking ...0861,08/10/2026,GOHAN BUFFET SALINAS CA                      08/09,-153.55,DEBIT_CARD,475.13,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/10/2026,ELPOLLOLOCO ELPOLLOLOCO.O CA                 08/09,-64.45,DEBIT_CARD,628.68,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/10/2026,GOOGLE *HARNA Workout 855-836-3987 CA        08/09,-14.99,DEBIT_CARD,693.13,Harna fit,Monthly Bills,H,
Checking ...0861,08/10/2026,GIV*FIRST PRESBY 831-4227811 CA              08/09,-20.0,DEBIT_CARD,708.12,Others,Expenses,H,"Recurring $20 church/charitable giving - no matching category in your list, put under Others"
Checking ...0861,08/10/2026,Taptap Send New York NY                      08/09,-16.5,DEBIT_CARD,728.12,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/10/2026,SQ *MCKAYLA CATERING Salinas CA              08/08,-37.14,DEBIT_CARD,744.62,Food - Eat Out,Expenses,D,
Checking ...0861,08/10/2026,SQ *IVANS BAKED POTATOE Salinas CA           08/08,-18.49,DEBIT_CARD,781.76,Food - Eat Out,Expenses,D,
Checking ...0861,08/10/2026,TRADER JOE S #261 MARINA CA                  08/08,-15.07,DEBIT_CARD,800.25,Groceries - Others,Expenses,H,
Checking ...0861,08/10/2026,TRADER JOE S #261 MARINA CA                  08/08,-10.9,DEBIT_CARD,815.32,Groceries - Others,Expenses,H,
Checking ...0861,08/10/2026,WAL-MART #5751 SALINAS CA                    08/08,-27.66,DEBIT_CARD,826.22,Groceries - Walmart,Expenses,H,
Checking ...0861,08/10/2026,Primo Water Corporatio Vista CA              08/08,-3.1,DEBIT_CARD,853.88,Water,Expenses,H,
Checking ...0861,08/10/2026,Primo Water Corporatio Vista CA              08/08,-3.1,DEBIT_CARD,856.98,Water,Expenses,H,
Checking ...0861,08/10/2026,Primo Water Corporatio Vista CA              08/08,-0.7,DEBIT_CARD,860.08,Water,Expenses,H,
Checking ...0861,08/10/2026,NETFLIX.COM NETFLIX.COM CA                   08/08,-29.98,DEBIT_CARD,860.78,Netflix,Monthly Bills,H,
Checking ...0861,08/10/2026,CANNERY ROW GARAGE 8316463953 CA             08/07,-5.0,DEBIT_CARD,890.76,For Car,Expenses,D,"Parking charge, defaulted to For Car"
Checking ...0861,08/10/2026,Ghirardelli Monterey Monterey CA             08/08,-42.28,DEBIT_CARD,895.76,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/10/2026,TST*LOUIE LINGUINIS Monterey CA              08/07,-117.0,DEBIT_CARD,938.04,Food - Eat Out,Expenses,D,
Checking ...0861,08/10/2026,McDonalds 2428 SALINAS CA                    08/07,-45.59,DEBIT_CARD,1055.04,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/10/2026,JOSE REYES REYES PUSH       T43491172-2     CCD ID: 1522304924,200.0,ACH_CREDIT,1100.63,Others - Income,Income,R,"Incoming payment, source unclear"
Checking ...0861,08/10/2026,Zelle payment from RHIAN ABIGAIL ALMO 30348223178,500.0,QUICKPAY_CREDIT,900.63,Others - Income,Income,R,Zelle received - please tell me who this person is so I can map them to a category
Checking ...0861,08/07/2026,PAYPAL           TRANSFER   ADD TO BALANCE  WEB ID: PAYPALSD22,-50.0,ACH_DEBIT,400.63,Transfer - Checking to PayPal,Transfer,H,
Checking ...0861,08/07/2026,Taptap Send New York NY                      08/07,-20.0,DEBIT_CARD,450.63,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/07/2026,Online Transfer to  SAV ...5953 transaction#: 30221706562,-25.0,ACCT_XFER,470.63,Transfer - Checking to Savings,Transfer,H,
Checking ...0861,08/07/2026,ONEPAY CASHREWRD SYF PAYMNT 552315100369915 WEB ID: 9069872103,-451.55,ACH_DEBIT,495.63,CC - One Pay,Debt,H,
Checking ...0861,08/07/2026,BARCLAYCARD US   CREDITCARD 1442524225      WEB ID: 2510407970,-1099.59,ACH_DEBIT,947.18,CC - Frontier card,Debt,R,"Barclaycard - assumed this is the Frontier Airlines card, please confirm"
Checking ...0861,08/07/2026,WM SUPERCENTER #2458 SALINAS CA              08/06,-17.45,DEBIT_CARD,2046.77,Groceries - Walmart,Expenses,H,
Checking ...0861,08/07/2026,SHELL SERVICE STATION SALINAS CA     653449  08/06,-90.89,DEBIT_CARD,2064.22,Gas,Expenses,D,
Checking ...0861,08/07/2026,PANERA BREAD #606025 K SALINAS CA            08/06,-52.05,DEBIT_CARD,2155.11,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/06/2026,CHECK 286  08/06,-1800.0,CHECK_PAID,2207.16,Others,Expenses,R,Paper check - payee not shown on the statement; please tell me who checks were written to
Checking ...0861,08/06/2026,CALWATER SERVICE BILLPAY                    PPD ID: 0000000160,-40.84,ACH_DEBIT,4007.16,Cal Water,Monthly Bills,H,
Checking ...0861,08/06/2026,Taptap Send New York NY                      08/06,-49.66,DEBIT_CARD,4048.00,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/06/2026,FASTRAK CSC 415-486-8655 CA                  08/05,-25.0,DEBIT_CARD,4097.66,Gas,Expenses,D,
Checking ...0861,08/05/2026,AMAZON MARKETPLA INTERNET   043000095498802 WEB ID: 9049016352,-31.53,ACH_DEBIT,4122.66,Shop - Amazon,Expenses,H,
Checking ...0861,08/05/2026,CAPITAL ONE AUTO CARPAY     CP053D3049FF695 WEB ID: 9541719806,-1009.9,ACH_DEBIT,4154.19,Car payment,Monthly Bills,H,
Checking ...0861,08/05/2026,AMAZON PRIME*UQ97P2K Amzn.com/bill WA        08/05,-16.3,DEBIT_CARD,5164.09,Amazon Prime,Monthly Bills,H,
Checking ...0861,08/05/2026,Taptap Send New York NY                      08/05,-66.22,DEBIT_CARD,5180.39,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,08/05/2026,IN-N-OUT SALINAS SALINAS CA                  08/04,-31.63,DEBIT_CARD,5246.61,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/04/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-32.07,ACH_DEBIT,5278.24,paypal tiktok,Expenses,H,
Checking ...0861,08/04/2026,PAYPAL           TRANSFER                   PPD ID: PAYPALSD11,1828.0,ACH_CREDIT,5310.31,Transfer - PayPal to Checking,Transfer,H,
Checking ...0861,08/03/2026,WAL-MART #5751 SALINAS CA                    08/03,-3.2,DEBIT_CARD,3482.31,Groceries - Walmart,Expenses,H,
Checking ...0861,08/03/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-2.52,ACH_DEBIT,3485.51,paypal tiktok,Expenses,H,
Checking ...0861,08/03/2026,PREMIER BANKCARD AUTOPAY    G     339357146 WEB ID: 2470535472,-6.31,ACH_DEBIT,3488.03,CC - FPB,Debt,H,
Checking ...0861,08/03/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-12.5,ACH_DEBIT,3494.34,paypal tiktok,Expenses,H,
Checking ...0861,08/03/2026,AMAZON MARKETPLA INTERNET   043000092276496 WEB ID: 9049016352,-19.24,ACH_DEBIT,3506.84,Shop - Amazon,Expenses,H,
Checking ...0861,08/03/2026,MCDONALD'S F7605 KING CITY CA                08/02,-37.48,DEBIT_CARD,3526.08,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/03/2026,SQ *LAKE NACIMIENTO San Mateo CA             08/02,-19.0,DEBIT_CARD,3563.56,Food - Eat Out,Expenses,D,
Checking ...0861,08/03/2026,FOODSCO #0387 SOLEDAD CA                     08/02,-34.6,DEBIT_CARD,3582.56,Groceries - Others,Expenses,H,
Checking ...0861,08/03/2026,SUBWAY 30008 SOLEDAD CA                      08/02,-44.43,DEBIT_CARD,3617.16,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/03/2026,SP+AFF * HOWLER BIKE 855-423-3729 CA         08/02,-47.93,DEBIT_CARD,3661.59,For Bike,Expenses,H,
Checking ...0861,08/03/2026,GIV*FIRST PRESBY 831-4227811 CA              08/02,-20.0,DEBIT_CARD,3709.52,Others,Expenses,H,"Recurring $20 church/charitable giving - no matching category in your list, put under Others"
Checking ...0861,08/03/2026,WM SUPERCENTER #5751 SALINAS CA              08/01,-13.35,DEBIT_CARD,3729.52,Groceries - Walmart,Expenses,H,
Checking ...0861,08/03/2026,HARBOR FREIGHT TOOLS U SALINAS CA            08/01,-89.55,DEBIT_CARD,3742.87,Others,Expenses,D,Home-improvement store - no matching category in your list
Checking ...0861,08/03/2026,WM SUPERCENTER #2458 SALINAS CA              08/01,-112.97,DEBIT_CARD,3832.42,Groceries - Walmart,Expenses,H,
Checking ...0861,08/03/2026,KFC #129 https://prod. CA                    08/01,-58.62,DEBIT_CARD,3945.39,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/03/2026,PETSMART # 0074 SALINAS CA           073500  08/01,-69.89,DEBIT_CARD,4004.01,Others,Expenses,D,Pet supplies - no matching category in your list
Checking ...0861,08/03/2026,3404 EL POLLO LOCO SALINAS CA                08/01,-30.02,DEBIT_CARD,4073.90,Others,Expenses,R,Unrecognized charge - please tell me what this is
Checking ...0861,08/03/2026,Klarna*Klarna Columbus OH                    07/31,-24.83,DEBIT_CARD,4103.92,Klarna,Debt,H,
Checking ...0861,08/03/2026,EXXON SALINAS MAIN INC SALINAS CA            07/31,-80.72,DEBIT_CARD,4128.75,Gas,Expenses,D,
Checking ...0861,08/03/2026,KLARNA*KLARNA WWW.KLARNA.CO DE               07/31,-7.34,DEBIT_CARD,4209.47,Klarna,Debt,H,
Checking ...0861,08/03/2026,IHOP #0660 SALINAS CA                        07/31,-58.09,DEBIT_CARD,4216.81,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,08/03/2026,TEAMSTERS        PAYMENTS                   PPD ID: 3046100016,4274.9,ACH_CREDIT,4274.90,Chris - Pension,Income,R,"Recurring ~$4,275 credit - assumed this is Chris' Teamsters pension, please confirm"
Checking ...0861,07/31/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-40.4,ACH_DEBIT,0.00,paypal tiktok,Expenses,H,
Checking ...0861,07/31/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-58.21,ACH_DEBIT,40.40,paypal tiktok,Expenses,H,
Checking ...0861,07/31/2026,Zelle payment to ANGELIE JPM99cr8lavg,-20.0,CHASE_TO_PARTNERFI,98.61,Others,Expenses,R,Zelle sent - please tell me who this person is so I can map them to a category
Checking ...0861,07/31/2026,PAYPAL           TRANSFER   ADD TO BALANCE  WEB ID: PAYPALSD22,-50.0,ACH_DEBIT,118.61,Transfer - Checking to PayPal,Transfer,H,
Checking ...0861,07/31/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-22.84,ACH_DEBIT,168.61,paypal tiktok,Expenses,H,
Checking ...0861,07/31/2026,WHATNOT WHATNOT.COM CA                       07/31,-35.27,DEBIT_CARD,191.45,Shop - Whatnot,Expenses,H,
Checking ...0861,07/31/2026,WHATNOT WHATNOT.COM CA                       07/31,-32.28,DEBIT_CARD,226.72,Shop - Whatnot,Expenses,H,
Checking ...0861,07/31/2026,GOHAN BUFFET SALINAS CA                      07/30,-89.95,DEBIT_CARD,259.00,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,07/31/2026,SP+AFF* AEROFLOWDYNAMI AFFIRM.COM CA         07/30,-19.56,DEBIT_CARD,348.95,Affirm,Debt,H,
Checking ...0861,07/31/2026,WILLA A HISLE OD SALINAS CA                  07/30,-210.0,DEBIT_CARD,368.51,Others,Expenses,R,Unrecognized charge - please tell me what this is
Checking ...0861,07/31/2026,THE UPS STORE 7054 831-7899400 CA            07/30,-6.23,DEBIT_CARD,578.51,Others,Expenses,D,Shipping/postal
Checking ...0861,07/31/2026,GOOGLE *Google One 855-836-3987 CA           07/30,-2.99,DEBIT_CARD,584.74,Google 1,Monthly Bills,H,
Checking ...0861,07/31/2026,ODP TRANSFER FROM SAVINGS ...5953,587.73,MISC_CREDIT,587.73,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,07/30/2026,CHECK 284,-500.0,CHECK_PAID,0.00,Others,Expenses,R,Paper check - payee not shown on the statement; please tell me who checks were written to
Checking ...0861,07/30/2026,STARBUCKS 8007827282 800-782-7282 WA         07/30,-10.0,DEBIT_CARD,500.00,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,07/30/2026,ODP TRANSFER FROM SAVINGS ...5953,510.0,MISC_CREDIT,510.00,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,07/29/2026,WM SUPERCENTER #5751 SALINAS CA              07/29,-29.43,DEBIT_CARD,0.00,Groceries - Walmart,Expenses,H,
Checking ...0861,07/29/2026,COSTCO WHSE #0472 SALINAS CA         889351  07/29,-26.21,DEBIT_CARD,29.43,Groceries - Costco,Expenses,H,
Checking ...0861,07/29/2026,COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249,-139.72,ACH_DEBIT,55.64,Comcast,Monthly Bills,H,
Checking ...0861,07/29/2026,AMAZON MARKETPLA INTERNET   043000097671174 WEB ID: 9049016352,-18.48,ACH_DEBIT,195.36,Shop - Amazon,Expenses,H,
Checking ...0861,07/29/2026,60774 - SFO PARKING SAN FRANCISCO CA         07/29,-8.0,DEBIT_CARD,213.84,For Car,Expenses,D,"Parking charge, defaulted to For Car"
Checking ...0861,07/29/2026,STEVE'S FILIPINO ASIAN SALINAS CA            07/28,-36.02,DEBIT_CARD,221.84,Groceries - Steves,Expenses,H,
Checking ...0861,07/29/2026,CVS/PHARMACY #09186 SALINAS CA               07/28,-1.6,DEBIT_CARD,257.86,CVS,Expenses,H,
Checking ...0861,07/29/2026,ODP TRANSFER FROM SAVINGS ...5953,259.46,MISC_CREDIT,259.46,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,07/28/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-16.66,ACH_DEBIT,0.00,paypal tiktok,Expenses,H,
Checking ...0861,07/28/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-28.81,ACH_DEBIT,16.66,paypal tiktok,Expenses,H,
Checking ...0861,07/28/2026,PAYPAL           PURCHASE   TIKTOK SHOP     WEB ID: PAYPALSI77,-37.51,ACH_DEBIT,45.47,paypal tiktok,Expenses,H,
Checking ...0861,07/28/2026,SALINAS SINCLAI SALINAS CA                   07/28,-63.03,DEBIT_CARD,82.98,Gas,Expenses,D,
Checking ...0861,07/28/2026,AFFIRM.COM PAYME AFFIRM.COM ST-M0I8L5P0F4K8 WEB ID: 1800948598,-38.21,ACH_DEBIT,146.01,Affirm,Debt,H,
Checking ...0861,07/28/2026,MISSION LANE     EDI PYMNTS                 PPD ID: 2832674981,-99.72,ACH_DEBIT,184.22,CC - Mission Lane,Debt,H,
Checking ...0861,07/28/2026,ODP TRANSFER FROM SAVINGS ...5953,283.94,MISC_CREDIT,283.94,Transfer - Savings to Checking,Transfer,H,Overdraft-protection auto-pull from savings
Checking ...0861,07/27/2026,CAPITAL ONE      MOBILE PMT CA0F48E46A55E2F WEB ID: 9279744380,-1477.9,ACH_DEBIT,0.00,CC - Capital 1,Debt,H,
Checking ...0861,07/27/2026,PAYPAL           PURCHASE   GOOGLE BYTEDANC WEB ID: PAYPALSI77,-9.19,ACH_DEBIT,1477.90,Others,Expenses,R,"Subscription/purchase via PayPal (Apple, Etsy, Google apps, Lyft, AARP, etc.) - no matching category"
Checking ...0861,07/27/2026,PAYPAL           PURCHASE   GOOGLE YESOULFI WEB ID: PAYPALSI77,-13.99,ACH_DEBIT,1487.09,Yesoulfitness,Monthly Bills,H,
Checking ...0861,07/27/2026,PAYPAL           PURCHASE   GOOGLE YOUTUBE  WEB ID: PAYPALSI77,-15.99,ACH_DEBIT,1501.08,YT Premium,Monthly Bills,H,
Checking ...0861,07/27/2026,VERIZON WIRELESS PAYMENTS                   PPD ID: 4223344794,-390.62,MISC_DEBIT,1517.07,Verizon,Monthly Bills,H,
Checking ...0861,07/27/2026,Taptap Send New York NY                      07/26,-196.07,DEBIT_CARD,1907.69,Remittance - others,Expenses,R,"Remittance app transfer - recipient not shown; please tell me if this is Aron, Aron's tuition, or someone else"
Checking ...0861,07/27/2026,GIV*FIRST PRESBY 831-4227811 CA              07/26,-20.0,DEBIT_CARD,2103.76,Others,Expenses,H,"Recurring $20 church/charitable giving - no matching category in your list, put under Others"
Checking ...0861,07/27/2026,CHEVRON 0305025 VALENCIA CA                  07/26,-62.2,DEBIT_CARD,2123.76,Gas,Expenses,D,
Checking ...0861,07/27/2026,TST* JINCOOK - GLENDALE GLENDALE CA          07/26,-196.02,DEBIT_CARD,2185.96,Food - Eat Out,Expenses,D,
Checking ...0861,07/27/2026,PAYBYPHONE US-CITY OF 877-6102054 CA         07/25,-8.7,DEBIT_CARD,2381.98,For Car,Expenses,D,"Parking charge, defaulted to For Car"
Checking ...0861,07/27/2026,IHOP 0771 STEVENSON RAN CA                   07/25,-84.25,DEBIT_CARD,2390.68,Food - Eat Out,Expenses,D,Restaurant/fast-food - defaulted to Eat Out; move to Food - Ailynn/Chris/Misc if you know whose order it was
Checking ...0861,07/27/2026,WM SUPERCENTER #5751 SALINAS CA              07/25,-15.86,DEBIT_CARD,2474.93,Groceries - Walmart,Expenses,H,
Checking ...0861,07/27/2026,WAL-MART #5751 SALINAS CA                    07/25,-27.71,DEBIT_CARD,2490.79,Groceries - Walmart,Expenses,H,
Checking ...0861,07/27/2026,SHELL SERVICE STATION SOLEDAD CA     873612  07/25,-72.99,DEBIT_CARD,2518.50,Gas,Expenses,D,
Checking ...0861,07/27/2026,SHELL SERVICE STATION SOLEDAD CA     047232  07/25,-14.51,DEBIT_CARD,2591.49,Gas,Expenses,D,
Checking ...0861,07/27/2026,ROSS STORES #523 SALINAS CA                  07/24,-59.86,DEBIT_CARD,2606.00,Shop - Ross,Expenses,H,
Checking ...0861,07/27/2026,SQ *PANADERIA TRES HERM Salinas CA           07/24,-12.5,DEBIT_CARD,2665.86,Food - Eat Out,Expenses,D,
